sku,name,description,materials,image1,image2,image3,image4,color,brand,size,qty,price,category,Season,size_system,ean,Gender,Manufacturer,ID
10956-M,"Island tank","This top from Rick Owens new collection comes in a regular fit. The crew neck tank, here in black, is made of cotton and features an elasticated detail at back and a band detail with DRKSHDW logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346000,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1647966956,Black,"Rick Owens DRKSHDW",M,1,153.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527155362,Women,"Rick Owens DRKSHDW",42573425672404
10956-L,"Island tank","This top from Rick Owens new collection comes in a regular fit. The crew neck tank, here in black, is made of cotton and features an elasticated detail at back and a band detail with DRKSHDW logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346000,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1647966956,Black,"Rick Owens DRKSHDW",L,1,153.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527155379,Women,"Rick Owens DRKSHDW",42573425705172
10957,"Walrus t-shirt","This t-shirt from Rick Owens DRKSHDW collection comes in a comfortable fit and it is one size. The Walrus tee, here in black, is made of cotton and features a ribbed crew neck. This t-shirt from Rick Owens DRKSHDW is made in Italy.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10957_walrus_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346989,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10957_walrus_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346989,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10957_walrus_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1652346989,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10957_walrus_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_6.jpg?v=1652346989,Black,"Rick Owens DRKSHDW","Default Title",0,156.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527135500,Genderless,"Rick Owens DRKSHDW",42573435306196
10958,"Walrus t-shirt","This t-shirt from Rick Owens DRKSHDW collection comes in a comfortable fit and it is one size. The Walrus tee, here in white, is made of cotton and features a ribbed crew neck. This t-shirt from Rick Owens DRKSHDW is made in Italy.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10958_walrus_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346998,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10958_walrus_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346998,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10958_walrus_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1652346998,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10958_walrus_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_6.jpg?v=1652346998,White,"Rick Owens DRKSHDW","Default Title",0,156.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527135494,Genderless,"Rick Owens DRKSHDW",42573447430356
10959-XS,"Dafne top","This top from Rick Owens new collection comes in a regular fit. The V neck top, here in black, is made of cotton and features a long cut fit and band detail with DRKSHDW logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652345070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652345070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652345072,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_8.jpg?v=1652345072,Black,"Rick Owens DRKSHDW",XS,1,159.00,"Tank Tops",S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527036395,Women,"Rick Owens DRKSHDW",42575602319572
10959-S,"Dafne top","This top from Rick Owens new collection comes in a regular fit. The V neck top, here in black, is made of cotton and features a long cut fit and band detail with DRKSHDW logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652345070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652345070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652345072,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_8.jpg?v=1652345072,Black,"Rick Owens DRKSHDW",S,1,159.00,"Tank Tops",S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527036401,Women,"Rick Owens DRKSHDW",42575602352340
10959-M,"Dafne top","This top from Rick Owens new collection comes in a regular fit. The V neck top, here in black, is made of cotton and features a long cut fit and band detail with DRKSHDW logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652345070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652345070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652345072,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_8.jpg?v=1652345072,Black,"Rick Owens DRKSHDW",M,1,159.00,"Tank Tops",S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527036418,Women,"Rick Owens DRKSHDW",42575602385108
10959-L,"Dafne top","This top from Rick Owens new collection comes in a regular fit. The V neck top, here in black, is made of cotton and features a long cut fit and band detail with DRKSHDW logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652345070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652345070,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652345072,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10959_top_dafne_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_8.jpg?v=1652345072,Black,"Rick Owens DRKSHDW",L,1,159.00,"Tank Tops",S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527036425,Women,"Rick Owens DRKSHDW",42575602417876
10961-XS,"Draped Halter top","This top from Rick Owens new collection comes in a regular fit. The top, here in black, is made of cotton and features a halter neck and a band detail with drkshdw logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1653916241,Black,"Rick Owens DRKSHDW",XS,0,123.00,"Tank Tops",S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527015222,Women,"Rick Owens DRKSHDW",42575607267540
10961-S,"Draped Halter top","This top from Rick Owens new collection comes in a regular fit. The top, here in black, is made of cotton and features a halter neck and a band detail with drkshdw logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1653916241,Black,"Rick Owens DRKSHDW",S,0,123.00,"Tank Tops",S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527015239,Women,"Rick Owens DRKSHDW",42575607300308
10961-M,"Draped Halter top","This top from Rick Owens new collection comes in a regular fit. The top, here in black, is made of cotton and features a halter neck and a band detail with drkshdw logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1653916241,Black,"Rick Owens DRKSHDW",M,0,123.00,"Tank Tops",S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527015246,Women,"Rick Owens DRKSHDW",42575607333076
10961-L,"Draped Halter top","This top from Rick Owens new collection comes in a regular fit. The top, here in black, is made of cotton and features a halter neck and a band detail with drkshdw logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1653916241,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10961_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1653916241,Black,"Rick Owens DRKSHDW",L,0,123.00,"Tank Tops",S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527155126,Women,"Rick Owens DRKSHDW",42575607365844
10963,"Cunty headband","This headband from Rick Owens DRKSHDW new collection is one size. The headband, here in white, is made of cotton and features Cunty graphic at front.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10963_fascia_cunty_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2.jpg?v=1648033824,"","","",White,"Rick Owens DRKSHDW","Default Title",3,75.00,Headbands,S/S2022,"",8051527014102,Genderless,"Rick Owens DRKSHDW",42575616868564
10964,"Cunty headband","This headband from Rick Owens DRKSHDW new collection is one size. The headband, here in black, is made of cotton and features Cunty graphic at front.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10964_fascia_cunty_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2.jpg?v=1648034330,"","","",Black,"Rick Owens DRKSHDW","Default Title",0,75.00,Headbands,S/S2022,"",8051527014126,Genderless,"Rick Owens DRKSHDW",42575629320404
10984-48,"Gary jacket","This jacket from Rick Owens new collection comes in a slim fit. The Gary jacket, here in silver, is made of leather, cotton and lycra and features a zip closure and seamless cuffs and bottom.","65% Leather 34% Cotton 1% Lycra",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10984_giacca_gar_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652345816,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10984_giacca_gar_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652345818,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10984_giacca_gar_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652345818,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10984_giacca_gar_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1648050465,Silver,"Rick Owens",48,1,988.00,Jackets,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527010562,Men,"Rick Owens",42576272883924
10985-46,"Bauhaus flight jacket","This jacket from Rick Owens new collection comes in a regular fit. The flight jacket, here in black, is made of polyester and features a zip closure, two side pockets, two zipped pockets at front, two inner pockets, zipped pocket at arm, ribbed wrists, hem and neck.","100% Polyester - neck, cuffs, bottom 100% Virgin wool - body and pocket lining 53% Viscose 47% Cupro - sleeves lining 100% Cupro",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652344479,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652344479,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652344479,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1648050972,Black,"Rick Owens",46,0,747.00,Jackets,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527089087,Men,"Rick Owens",42576285040852
10985-48,"Bauhaus flight jacket","This jacket from Rick Owens new collection comes in a regular fit. The flight jacket, here in black, is made of polyester and features a zip closure, two side pockets, two zipped pockets at front, two inner pockets, zipped pocket at arm, ribbed wrists, hem and neck.","100% Polyester - neck, cuffs, bottom 100% Virgin wool - body and pocket lining 53% Viscose 47% Cupro - sleeves lining 100% Cupro",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652344479,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652344479,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652344479,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1648050972,Black,"Rick Owens",48,0,747.00,Jackets,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527035558,Men,"Rick Owens",42576285073620
10985-50,"Bauhaus flight jacket","This jacket from Rick Owens new collection comes in a regular fit. The flight jacket, here in black, is made of polyester and features a zip closure, two side pockets, two zipped pockets at front, two inner pockets, zipped pocket at arm, ribbed wrists, hem and neck.","100% Polyester - neck, cuffs, bottom 100% Virgin wool - body and pocket lining 53% Viscose 47% Cupro - sleeves lining 100% Cupro",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652344479,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652344479,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652344479,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10985_bomber_bauhaus_flight_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1648050972,Black,"Rick Owens",50,1,747.00,Jackets,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527035565,Men,"Rick Owens",42576285106388
"11463-4,5","Drkstar HI Sneakers","These sneakers are from Rick Owens DRKSHDW new collection made in collaboration with Converse. The Chuck 70 high sneakers, here in black, are made of cotton and feature a rubber toe and sole, DRKSHDW and Converse logo patch and spare shoelaces.","Cotton - Rubber",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11463_drkstar_hi_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2.jpg?v=1648202774,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11463_drkstar_hi_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1648202774,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11463_drkstar_hi_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1648202774,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11463_drkstar_hi_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1648202774,Black,"Rick Owens DRKSHDW",4.5,3,170.00,Sneakers,S/S2022,gid://shopify/OnlineStorePage/94638014676,8051527014393,Genderless,"Rick Owens DRKSHDW",42583732289748
"11463-5,5","Drkstar HI Sneakers","These sneakers are from Rick Owens DRKSHDW new collection made in collaboration with Converse. The Chuck 70 high sneakers, here in black, are made of cotton and feature a rubber toe and sole, DRKSHDW and Converse logo patch and spare shoelaces.","Cotton - Rubber",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11463_drkstar_hi_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2.jpg?v=1648202774,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11463_drkstar_hi_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1648202774,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11463_drkstar_hi_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1648202774,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/11463_drkstar_hi_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1648202774,Black,"Rick Owens DRKSHDW",5.5,3,170.00,Sneakers,S/S2022,gid://shopify/OnlineStorePage/94638014676,8051527014416,Genderless,"Rick Owens DRKSHDW",42583732322516
